Kategori,Isi
IT Security,Server IP 17.126 API: NJDTJORIII
Keuangan,Transfer Rp 82000000 ke Rekening 21542377
HRD,Data Gaji NIK 3596 atas nama Karyawan-70
IT Security,Server IP 237.81 API: SVYPEOMBMN
Strategi,Rencana Proyek Rahasia Strategis Kode-252
IT Security,Server IP 222.165 API: LPYLTOFITO
Keuangan,Transfer Rp 29000000 ke Rekening 85555600
Keuangan,Transfer Rp 17000000 ke Rekening 22341942
HRD,Data Gaji NIK 8391 atas nama Karyawan-51
Strategi,Rencana Proyek Rahasia Strategis Kode-484
Strategi,Rencana Proyek Rahasia Strategis Kode-917
HRD,Data Gaji NIK 9263 atas nama Karyawan-44
HRD,Data Gaji NIK 2092 atas nama Karyawan-1
HRD,Data Gaji NIK 1668 atas nama Karyawan-90
Keuangan,Transfer Rp 93000000 ke Rekening 83224591
Keuangan,Transfer Rp 56000000 ke Rekening 30999653
HRD,Data Gaji NIK 1138 atas nama Karyawan-68
Strategi,Rencana Proyek Rahasia Strategis Kode-798
HRD,Data Gaji NIK 2117 atas nama Karyawan-91
Strategi,Rencana Proyek Rahasia Strategis Kode-569
HRD,Data Gaji NIK 3917 atas nama Karyawan-81
HRD,Data Gaji NIK 7703 atas nama Karyawan-16
IT Security,Server IP 78.64 API: AQKFSFYAZD
HRD,Data Gaji NIK 9510 atas nama Karyawan-31
Keuangan,Transfer Rp 12000000 ke Rekening 81699236
IT Security,Server IP 245.218 API: GIARCHECQC
IT Security,Server IP 151.6 API: YTBGMKQFAA
Keuangan,Transfer Rp 79000000 ke Rekening 71087436
Keuangan,Transfer Rp 17000000 ke Rekening 19238124
Strategi,Rencana Proyek Rahasia Strategis Kode-268
Strategi,Rencana Proyek Rahasia Strategis Kode-567
HRD,Data Gaji NIK 5129 atas nama Karyawan-19
HRD,Data Gaji NIK 4452 atas nama Karyawan-49
Strategi,Rencana Proyek Rahasia Strategis Kode-142
Keuangan,Transfer Rp 67000000 ke Rekening 60808647
Strategi,Rencana Proyek Rahasia Strategis Kode-101
Strategi,Rencana Proyek Rahasia Strategis Kode-631
Keuangan,Transfer Rp 96000000 ke Rekening 17479025
IT Security,Server IP 95.62 API: QRRVVPKIQC
IT Security,Server IP 171.10 API: XWVADSIJME
IT Security,Server IP 155.177 API: WXGWZWSMCU
HRD,Data Gaji NIK 5174 atas nama Karyawan-34
Strategi,Rencana Proyek Rahasia Strategis Kode-228
Keuangan,Transfer Rp 67000000 ke Rekening 14856588
IT Security,Server IP 139.13 API: QIDRPXNIYF
HRD,Data Gaji NIK 2893 atas nama Karyawan-2
Strategi,Rencana Proyek Rahasia Strategis Kode-573
Keuangan,Transfer Rp 30000000 ke Rekening 22671596
Strategi,Rencana Proyek Rahasia Strategis Kode-336
IT Security,Server IP 90.7 API: QJEQZHDJTJ
IT Security,Server IP 237.250 API: YWXKXINQZP
IT Security,Server IP 60.80 API: VYIHCZXYGH
Keuangan,Transfer Rp 81000000 ke Rekening 50800729
IT Security,Server IP 35.39 API: PTRWZZGYEH
HRD,Data Gaji NIK 7487 atas nama Karyawan-16
IT Security,Server IP 236.42 API: ZTAFMTUOKU
IT Security,Server IP 25.37 API: FXJNSWMHVN
HRD,Data Gaji NIK 8203 atas nama Karyawan-34
HRD,Data Gaji NIK 2682 atas nama Karyawan-58
Strategi,Rencana Proyek Rahasia Strategis Kode-251
IT Security,Server IP 13.174 API: EHTYABOQUY
IT Security,Server IP 193.201 API: VUPZZSQUPQ
IT Security,Server IP 82.24 API: PGLAFDEQFF
IT Security,Server IP 41.131 API: CSMWZZTQVE
Keuangan,Transfer Rp 43000000 ke Rekening 53452669
HRD,Data Gaji NIK 1334 atas nama Karyawan-86
IT Security,Server IP 77.44 API: SLBFSEIDEV
Keuangan,Transfer Rp 40000000 ke Rekening 56366166
IT Security,Server IP 163.241 API: ZNYJYEZRBC
HRD,Data Gaji NIK 4844 atas nama Karyawan-97
HRD,Data Gaji NIK 7584 atas nama Karyawan-79
HRD,Data Gaji NIK 5940 atas nama Karyawan-98
HRD,Data Gaji NIK 6135 atas nama Karyawan-21
HRD,Data Gaji NIK 6698 atas nama Karyawan-73
Strategi,Rencana Proyek Rahasia Strategis Kode-538
HRD,Data Gaji NIK 1044 atas nama Karyawan-64
HRD,Data Gaji NIK 7557 atas nama Karyawan-85
HRD,Data Gaji NIK 9300 atas nama Karyawan-12
Keuangan,Transfer Rp 74000000 ke Rekening 96434870
Keuangan,Transfer Rp 57000000 ke Rekening 15652309
IT Security,Server IP 99.30 API: IILYTJDYVZ
IT Security,Server IP 211.196 API: HHRLLTCMIT
Keuangan,Transfer Rp 41000000 ke Rekening 21120357
IT Security,Server IP 218.238 API: AJHVXGYJGM
Keuangan,Transfer Rp 46000000 ke Rekening 31975443
Strategi,Rencana Proyek Rahasia Strategis Kode-342
IT Security,Server IP 128.80 API: ADFWPRYZKO
Strategi,Rencana Proyek Rahasia Strategis Kode-843
HRD,Data Gaji NIK 1696 atas nama Karyawan-60
Strategi,Rencana Proyek Rahasia Strategis Kode-851
IT Security,Server IP 105.12 API: XGTZJOTLRV
Keuangan,Transfer Rp 62000000 ke Rekening 90746144
Strategi,Rencana Proyek Rahasia Strategis Kode-801
Strategi,Rencana Proyek Rahasia Strategis Kode-949
HRD,Data Gaji NIK 4097 atas nama Karyawan-43
Keuangan,Transfer Rp 84000000 ke Rekening 77505243
Strategi,Rencana Proyek Rahasia Strategis Kode-841
HRD,Data Gaji NIK 4183 atas nama Karyawan-100
Strategi,Rencana Proyek Rahasia Strategis Kode-544
IT Security,Server IP 231.94 API: PXJHVEZLHF
HRD,Data Gaji NIK 3368 atas nama Karyawan-49
IT Security,Server IP 4.154 API: ORSZSPPDJY
HRD,Data Gaji NIK 8431 atas nama Karyawan-38
IT Security,Server IP 57.181 API: BQVIFWGVJU
HRD,Data Gaji NIK 4370 atas nama Karyawan-62
Strategi,Rencana Proyek Rahasia Strategis Kode-156
HRD,Data Gaji NIK 7639 atas nama Karyawan-5
Keuangan,Transfer Rp 25000000 ke Rekening 27201199
HRD,Data Gaji NIK 3159 atas nama Karyawan-94
HRD,Data Gaji NIK 9277 atas nama Karyawan-24
Keuangan,Transfer Rp 96000000 ke Rekening 59349681
Strategi,Rencana Proyek Rahasia Strategis Kode-632
IT Security,Server IP 249.46 API: FMGQYYNXMC
IT Security,Server IP 229.134 API: CALHLVYVFM
Strategi,Rencana Proyek Rahasia Strategis Kode-833
IT Security,Server IP 45.86 API: JXREVUAEWY
Strategi,Rencana Proyek Rahasia Strategis Kode-722
Keuangan,Transfer Rp 35000000 ke Rekening 91582074
Strategi,Rencana Proyek Rahasia Strategis Kode-639
IT Security,Server IP 4.251 API: WOOGFXJCGY
Keuangan,Transfer Rp 66000000 ke Rekening 95270937
IT Security,Server IP 199.243 API: SXNQRZKRVJ
Keuangan,Transfer Rp 82000000 ke Rekening 95087559
IT Security,Server IP 117.106 API: IKVNIDLNBE
HRD,Data Gaji NIK 9307 atas nama Karyawan-57
IT Security,Server IP 104.59 API: EIRJJMYILK
IT Security,Server IP 152.117 API: KHJUSJIIZB
IT Security,Server IP 11.179 API: INIAFSLFXB
HRD,Data Gaji NIK 9311 atas nama Karyawan-70
HRD,Data Gaji NIK 8972 atas nama Karyawan-8
Keuangan,Transfer Rp 94000000 ke Rekening 55014432
IT Security,Server IP 222.167 API: JONHNAFKQF
HRD,Data Gaji NIK 7776 atas nama Karyawan-72
HRD,Data Gaji NIK 4556 atas nama Karyawan-55
HRD,Data Gaji NIK 1551 atas nama Karyawan-34
IT Security,Server IP 145.111 API: BQDBEYDUEB
Keuangan,Transfer Rp 59000000 ke Rekening 19222292
Strategi,Rencana Proyek Rahasia Strategis Kode-948
Strategi,Rencana Proyek Rahasia Strategis Kode-100
IT Security,Server IP 23.245 API: OCAQHXLJLW
IT Security,Server IP 69.58 API: QTHIQHDWLR
Strategi,Rencana Proyek Rahasia Strategis Kode-989
IT Security,Server IP 201.175 API: PGJBKHTMCL
HRD,Data Gaji NIK 2695 atas nama Karyawan-95
HRD,Data Gaji NIK 8248 atas nama Karyawan-8
Keuangan,Transfer Rp 40000000 ke Rekening 76336990
HRD,Data Gaji NIK 7940 atas nama Karyawan-91
IT Security,Server IP 207.23 API: TDSEOLFCOT
IT Security,Server IP 112.234 API: CBIFMCIPXF
Keuangan,Transfer Rp 62000000 ke Rekening 74593774
Strategi,Rencana Proyek Rahasia Strategis Kode-306
Keuangan,Transfer Rp 94000000 ke Rekening 88364692
HRD,Data Gaji NIK 1904 atas nama Karyawan-80
Strategi,Rencana Proyek Rahasia Strategis Kode-517
Keuangan,Transfer Rp 29000000 ke Rekening 59496287
Strategi,Rencana Proyek Rahasia Strategis Kode-542
Strategi,Rencana Proyek Rahasia Strategis Kode-692
HRD,Data Gaji NIK 7112 atas nama Karyawan-63
IT Security,Server IP 191.71 API: ZWEIRGLZZK
HRD,Data Gaji NIK 7101 atas nama Karyawan-92
Strategi,Rencana Proyek Rahasia Strategis Kode-366
Strategi,Rencana Proyek Rahasia Strategis Kode-797
HRD,Data Gaji NIK 4968 atas nama Karyawan-38
HRD,Data Gaji NIK 4061 atas nama Karyawan-26
HRD,Data Gaji NIK 5597 atas nama Karyawan-90
IT Security,Server IP 133.13 API: EGBAFHMRXB
IT Security,Server IP 189.183 API: MHUMLMKAGX
Keuangan,Transfer Rp 87000000 ke Rekening 83266198
Strategi,Rencana Proyek Rahasia Strategis Kode-903
IT Security,Server IP 225.156 API: KVHTLMEVOM
Strategi,Rencana Proyek Rahasia Strategis Kode-453
Keuangan,Transfer Rp 60000000 ke Rekening 40825324
Keuangan,Transfer Rp 96000000 ke Rekening 10464243
IT Security,Server IP 204.253 API: NQHBIKWJLG
Strategi,Rencana Proyek Rahasia Strategis Kode-284
Keuangan,Transfer Rp 2000000 ke Rekening 54905470
HRD,Data Gaji NIK 4476 atas nama Karyawan-9
IT Security,Server IP 234.165 API: VNKAICDHBM
Strategi,Rencana Proyek Rahasia Strategis Kode-708
IT Security,Server IP 124.6 API: CXVSLQFCPV
HRD,Data Gaji NIK 6262 atas nama Karyawan-72
HRD,Data Gaji NIK 6706 atas nama Karyawan-1
Keuangan,Transfer Rp 32000000 ke Rekening 67289774
Keuangan,Transfer Rp 30000000 ke Rekening 43631781
HRD,Data Gaji NIK 2470 atas nama Karyawan-54
Keuangan,Transfer Rp 3000000 ke Rekening 42419187
Strategi,Rencana Proyek Rahasia Strategis Kode-734
HRD,Data Gaji NIK 1899 atas nama Karyawan-73
Strategi,Rencana Proyek Rahasia Strategis Kode-510
Strategi,Rencana Proyek Rahasia Strategis Kode-784
Strategi,Rencana Proyek Rahasia Strategis Kode-788
IT Security,Server IP 201.153 API: DQWBIPFZHB
HRD,Data Gaji NIK 4989 atas nama Karyawan-11
Keuangan,Transfer Rp 61000000 ke Rekening 54037412
Keuangan,Transfer Rp 51000000 ke Rekening 20141742
Strategi,Rencana Proyek Rahasia Strategis Kode-810
Keuangan,Transfer Rp 45000000 ke Rekening 89198912
Strategi,Rencana Proyek Rahasia Strategis Kode-680
Strategi,Rencana Proyek Rahasia Strategis Kode-802
IT Security,Server IP 125.232 API: CZWOOMGIMD
Strategi,Rencana Proyek Rahasia Strategis Kode-701
Keuangan,Transfer Rp 30000000 ke Rekening 56424620
Strategi,Rencana Proyek Rahasia Strategis Kode-660
Strategi,Rencana Proyek Rahasia Strategis Kode-123
Strategi,Rencana Proyek Rahasia Strategis Kode-214
IT Security,Server IP 239.129 API: TBDSSLKTZR
Strategi,Rencana Proyek Rahasia Strategis Kode-434
Strategi,Rencana Proyek Rahasia Strategis Kode-811
IT Security,Server IP 247.62 API: ZJKQDLPETA
Keuangan,Transfer Rp 10000000 ke Rekening 81895132
Keuangan,Transfer Rp 55000000 ke Rekening 79288777
Keuangan,Transfer Rp 86000000 ke Rekening 84883106
Strategi,Rencana Proyek Rahasia Strategis Kode-197
HRD,Data Gaji NIK 7076 atas nama Karyawan-23
IT Security,Server IP 84.138 API: SCEEZBFEBE
IT Security,Server IP 200.156 API: QQYHNQOZGF
Keuangan,Transfer Rp 53000000 ke Rekening 28501312
IT Security,Server IP 174.72 API: AVUIUUXWRV
HRD,Data Gaji NIK 7222 atas nama Karyawan-90
HRD,Data Gaji NIK 5945 atas nama Karyawan-81
Strategi,Rencana Proyek Rahasia Strategis Kode-946
IT Security,Server IP 211.62 API: QNDGYJWNAB
HRD,Data Gaji NIK 5681 atas nama Karyawan-44
Keuangan,Transfer Rp 67000000 ke Rekening 51249606
IT Security,Server IP 9.120 API: NKIZCABVNR
IT Security,Server IP 26.135 API: FSRYKYEKIE
Strategi,Rencana Proyek Rahasia Strategis Kode-766
HRD,Data Gaji NIK 4626 atas nama Karyawan-22
HRD,Data Gaji NIK 5517 atas nama Karyawan-78
Keuangan,Transfer Rp 99000000 ke Rekening 67733160
Strategi,Rencana Proyek Rahasia Strategis Kode-860
Keuangan,Transfer Rp 1000000 ke Rekening 59058713
IT Security,Server IP 73.36 API: YCGXXMYDNF
Keuangan,Transfer Rp 95000000 ke Rekening 33899733
Strategi,Rencana Proyek Rahasia Strategis Kode-534
HRD,Data Gaji NIK 8561 atas nama Karyawan-69
HRD,Data Gaji NIK 3541 atas nama Karyawan-8
Keuangan,Transfer Rp 52000000 ke Rekening 28832661
Strategi,Rencana Proyek Rahasia Strategis Kode-831
Keuangan,Transfer Rp 8000000 ke Rekening 22026454
Strategi,Rencana Proyek Rahasia Strategis Kode-737
IT Security,Server IP 243.183 API: BELNQBUZMP
Keuangan,Transfer Rp 13000000 ke Rekening 77916038
HRD,Data Gaji NIK 1686 atas nama Karyawan-25
Keuangan,Transfer Rp 45000000 ke Rekening 36257960
HRD,Data Gaji NIK 5848 atas nama Karyawan-23
Strategi,Rencana Proyek Rahasia Strategis Kode-807
IT Security,Server IP 184.234 API: LRNXGIZAIC
Strategi,Rencana Proyek Rahasia Strategis Kode-452
Strategi,Rencana Proyek Rahasia Strategis Kode-400
Strategi,Rencana Proyek Rahasia Strategis Kode-840
IT Security,Server IP 35.244 API: MAVBKUCZTW
IT Security,Server IP 9.16 API: TMJAFZMPCR
Keuangan,Transfer Rp 47000000 ke Rekening 68939524
IT Security,Server IP 16.85 API: HONMOOYUNY
Strategi,Rencana Proyek Rahasia Strategis Kode-880
Strategi,Rencana Proyek Rahasia Strategis Kode-501
Keuangan,Transfer Rp 80000000 ke Rekening 73687910
Keuangan,Transfer Rp 45000000 ke Rekening 33046574
Strategi,Rencana Proyek Rahasia Strategis Kode-917
Strategi,Rencana Proyek Rahasia Strategis Kode-610
Keuangan,Transfer Rp 28000000 ke Rekening 86447357
Strategi,Rencana Proyek Rahasia Strategis Kode-157
Keuangan,Transfer Rp 44000000 ke Rekening 61745131
Strategi,Rencana Proyek Rahasia Strategis Kode-399
Keuangan,Transfer Rp 71000000 ke Rekening 79417676
Strategi,Rencana Proyek Rahasia Strategis Kode-730
Keuangan,Transfer Rp 57000000 ke Rekening 17389975
IT Security,Server IP 166.232 API: UYNKIJEVSI
Strategi,Rencana Proyek Rahasia Strategis Kode-909
Strategi,Rencana Proyek Rahasia Strategis Kode-185
Strategi,Rencana Proyek Rahasia Strategis Kode-810
Keuangan,Transfer Rp 18000000 ke Rekening 88568822
IT Security,Server IP 67.154 API: VODQPBTRER
Keuangan,Transfer Rp 29000000 ke Rekening 55132002
HRD,Data Gaji NIK 1050 atas nama Karyawan-20
Keuangan,Transfer Rp 90000000 ke Rekening 80506523
Strategi,Rencana Proyek Rahasia Strategis Kode-442
Strategi,Rencana Proyek Rahasia Strategis Kode-613
IT Security,Server IP 236.122 API: BWXLKUADHF
Keuangan,Transfer Rp 31000000 ke Rekening 37539685
IT Security,Server IP 225.111 API: BCJLCBKOXE
IT Security,Server IP 162.73 API: ZFJGVHYWXV
HRD,Data Gaji NIK 9473 atas nama Karyawan-41
IT Security,Server IP 245.207 API: YHYOIRPMFK
Strategi,Rencana Proyek Rahasia Strategis Kode-672
IT Security,Server IP 177.18 API: BPBWUCDVZU
Strategi,Rencana Proyek Rahasia Strategis Kode-434
IT Security,Server IP 236.97 API: IXHDKLVZYC
IT Security,Server IP 206.207 API: QTHNATSNIK
Strategi,Rencana Proyek Rahasia Strategis Kode-594
Keuangan,Transfer Rp 31000000 ke Rekening 89885555
Keuangan,Transfer Rp 13000000 ke Rekening 29114804
Keuangan,Transfer Rp 32000000 ke Rekening 87713968
Keuangan,Transfer Rp 63000000 ke Rekening 41435219
IT Security,Server IP 37.150 API: KQSISYWPJU
HRD,Data Gaji NIK 9280 atas nama Karyawan-55
Strategi,Rencana Proyek Rahasia Strategis Kode-801
IT Security,Server IP 181.89 API: ONNICNTCCR
IT Security,Server IP 20.12 API: GJLBCUNECH
Keuangan,Transfer Rp 30000000 ke Rekening 78117931
HRD,Data Gaji NIK 3261 atas nama Karyawan-32
Keuangan,Transfer Rp 11000000 ke Rekening 26535828
Strategi,Rencana Proyek Rahasia Strategis Kode-795
Keuangan,Transfer Rp 72000000 ke Rekening 43457300
Strategi,Rencana Proyek Rahasia Strategis Kode-985
Keuangan,Transfer Rp 17000000 ke Rekening 62294195
Keuangan,Transfer Rp 78000000 ke Rekening 53916474
HRD,Data Gaji NIK 7023 atas nama Karyawan-80
IT Security,Server IP 147.237 API: FFEKZHNYOT
Strategi,Rencana Proyek Rahasia Strategis Kode-369
IT Security,Server IP 173.203 API: LKQPQKKCBB
HRD,Data Gaji NIK 9418 atas nama Karyawan-85
HRD,Data Gaji NIK 8902 atas nama Karyawan-68
Strategi,Rencana Proyek Rahasia Strategis Kode-158
IT Security,Server IP 133.226 API: EAAMHPKWOM
HRD,Data Gaji NIK 2723 atas nama Karyawan-59
HRD,Data Gaji NIK 9315 atas nama Karyawan-82
IT Security,Server IP 55.222 API: YFMUQITQIX
Strategi,Rencana Proyek Rahasia Strategis Kode-314
Keuangan,Transfer Rp 92000000 ke Rekening 89707723
Strategi,Rencana Proyek Rahasia Strategis Kode-476
HRD,Data Gaji NIK 1902 atas nama Karyawan-74
HRD,Data Gaji NIK 6932 atas nama Karyawan-33
Strategi,Rencana Proyek Rahasia Strategis Kode-833
Strategi,Rencana Proyek Rahasia Strategis Kode-884
Strategi,Rencana Proyek Rahasia Strategis Kode-446
Strategi,Rencana Proyek Rahasia Strategis Kode-209
HRD,Data Gaji NIK 7852 atas nama Karyawan-65
HRD,Data Gaji NIK 3419 atas nama Karyawan-54
HRD,Data Gaji NIK 9724 atas nama Karyawan-62
Keuangan,Transfer Rp 23000000 ke Rekening 31751669
Keuangan,Transfer Rp 39000000 ke Rekening 81847781
HRD,Data Gaji NIK 9583 atas nama Karyawan-15
IT Security,Server IP 166.210 API: CQABQQRSPD
Strategi,Rencana Proyek Rahasia Strategis Kode-629
IT Security,Server IP 211.206 API: XICHKUZYKQ
HRD,Data Gaji NIK 5822 atas nama Karyawan-28
Strategi,Rencana Proyek Rahasia Strategis Kode-845
HRD,Data Gaji NIK 5857 atas nama Karyawan-88
Keuangan,Transfer Rp 26000000 ke Rekening 59292627
Keuangan,Transfer Rp 33000000 ke Rekening 47922114
HRD,Data Gaji NIK 1841 atas nama Karyawan-14
Keuangan,Transfer Rp 23000000 ke Rekening 73529892
IT Security,Server IP 17.55 API: TGEZUSHTFV
Strategi,Rencana Proyek Rahasia Strategis Kode-889
Strategi,Rencana Proyek Rahasia Strategis Kode-349
Strategi,Rencana Proyek Rahasia Strategis Kode-430
Strategi,Rencana Proyek Rahasia Strategis Kode-278
Keuangan,Transfer Rp 82000000 ke Rekening 74183974
Keuangan,Transfer Rp 44000000 ke Rekening 28219806
HRD,Data Gaji NIK 5119 atas nama Karyawan-40
Strategi,Rencana Proyek Rahasia Strategis Kode-497
Keuangan,Transfer Rp 29000000 ke Rekening 79347024
Keuangan,Transfer Rp 16000000 ke Rekening 75374577
Keuangan,Transfer Rp 70000000 ke Rekening 27797877
Strategi,Rencana Proyek Rahasia Strategis Kode-765
Keuangan,Transfer Rp 13000000 ke Rekening 38411067
HRD,Data Gaji NIK 9806 atas nama Karyawan-52
IT Security,Server IP 9.179 API: URGENIUVUU
Strategi,Rencana Proyek Rahasia Strategis Kode-243
IT Security,Server IP 176.186 API: ACJSXWCFSD
HRD,Data Gaji NIK 8368 atas nama Karyawan-87
Strategi,Rencana Proyek Rahasia Strategis Kode-314
HRD,Data Gaji NIK 1083 atas nama Karyawan-24
Keuangan,Transfer Rp 29000000 ke Rekening 66045168
IT Security,Server IP 55.216 API: JELBTVRTBW
IT Security,Server IP 199.66 API: OEFZLCLCSD
Keuangan,Transfer Rp 43000000 ke Rekening 96300848
Keuangan,Transfer Rp 94000000 ke Rekening 67220067
Keuangan,Transfer Rp 93000000 ke Rekening 22469124
Strategi,Rencana Proyek Rahasia Strategis Kode-745
HRD,Data Gaji NIK 6705 atas nama Karyawan-46
HRD,Data Gaji NIK 1017 atas nama Karyawan-71
IT Security,Server IP 147.153 API: LFPFQVGFQJ
Strategi,Rencana Proyek Rahasia Strategis Kode-855
IT Security,Server IP 27.81 API: UIGIAFAKYT
Strategi,Rencana Proyek Rahasia Strategis Kode-752
Keuangan,Transfer Rp 23000000 ke Rekening 83926160
IT Security,Server IP 6.168 API: LQPNXDGHMF
IT Security,Server IP 35.17 API: MLNUQMIZPM
Keuangan,Transfer Rp 96000000 ke Rekening 52448528
Keuangan,Transfer Rp 60000000 ke Rekening 89252023
Strategi,Rencana Proyek Rahasia Strategis Kode-115
Strategi,Rencana Proyek Rahasia Strategis Kode-225
Strategi,Rencana Proyek Rahasia Strategis Kode-505
IT Security,Server IP 204.118 API: ZYLTKWLQAG
Keuangan,Transfer Rp 51000000 ke Rekening 20417262
Keuangan,Transfer Rp 28000000 ke Rekening 48451727
IT Security,Server IP 80.194 API: UGFFYSMMQT
Strategi,Rencana Proyek Rahasia Strategis Kode-621
HRD,Data Gaji NIK 6174 atas nama Karyawan-26
Keuangan,Transfer Rp 72000000 ke Rekening 63205925
HRD,Data Gaji NIK 8075 atas nama Karyawan-57
Strategi,Rencana Proyek Rahasia Strategis Kode-370
Keuangan,Transfer Rp 54000000 ke Rekening 52418715
Strategi,Rencana Proyek Rahasia Strategis Kode-414
IT Security,Server IP 117.162 API: CLOTXVLMCK
Keuangan,Transfer Rp 1000000 ke Rekening 49773620
HRD,Data Gaji NIK 7605 atas nama Karyawan-75
IT Security,Server IP 163.115 API: PNWVOWOINF
IT Security,Server IP 163.119 API: KWXEWAYCPW
Keuangan,Transfer Rp 28000000 ke Rekening 37958258
Strategi,Rencana Proyek Rahasia Strategis Kode-152
Keuangan,Transfer Rp 54000000 ke Rekening 90365092
HRD,Data Gaji NIK 4843 atas nama Karyawan-27
IT Security,Server IP 146.3 API: IVQOJXWVXX
HRD,Data Gaji NIK 4466 atas nama Karyawan-98
Keuangan,Transfer Rp 12000000 ke Rekening 36033112
HRD,Data Gaji NIK 2482 atas nama Karyawan-44
Strategi,Rencana Proyek Rahasia Strategis Kode-477
HRD,Data Gaji NIK 2078 atas nama Karyawan-58
Strategi,Rencana Proyek Rahasia Strategis Kode-926
IT Security,Server IP 208.230 API: QTVLKRNQDY
Strategi,Rencana Proyek Rahasia Strategis Kode-257
HRD,Data Gaji NIK 3367 atas nama Karyawan-78
IT Security,Server IP 138.167 API: AKGWDYIKPO
HRD,Data Gaji NIK 8844 atas nama Karyawan-25
HRD,Data Gaji NIK 3373 atas nama Karyawan-79
Strategi,Rencana Proyek Rahasia Strategis Kode-913
HRD,Data Gaji NIK 5906 atas nama Karyawan-9
IT Security,Server IP 107.92 API: OGWKGTJPTU
Strategi,Rencana Proyek Rahasia Strategis Kode-897
HRD,Data Gaji NIK 3594 atas nama Karyawan-100
